legacy_row,card_id,date,sport_family,sport_raw,match,competition,market_group,rank,option,line,stated_probability,status,binary_outcome,brier_component,exact_complement_selection,probability_bucket,bucket_mismatch,settlement_source,settlement_has_url,potential_post_event_input,eligible_for_v3_evaluation,exclusion_reason,audit_note
398,MLB-20260627-KC-CHW,2026-06-28,Baseball,Baseball/MLB,Kansas City Royals at Chicago White Sox,MLB regular season,Royals +1.5 White Sox +1.5 total 8.0,4,Combined Total Under 8.0,Under 8.0,0.39,W,1,0.3721,true,30-39,false,MLB StatsAPI gamePk 824581 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
399,MLB-20260627-ARI-TB,2026-06-28,Baseball,Baseball/MLB,Arizona Diamondbacks at Tampa Bay Rays,MLB regular season,Diamondbacks +1.5 Rays +1.5 total 8.5,1,Rays +1.5,+1.5,0.71,W,1,0.08410000000000002,false,70-79,false,MLB StatsAPI gamePk 822960 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
400,MLB-20260627-ARI-TB,2026-06-28,Baseball,Baseball/MLB,Arizona Diamondbacks at Tampa Bay Rays,MLB regular season,Diamondbacks +1.5 Rays +1.5 total 8.5,2,Combined Total Under 8.5,Under 8.5,0.58,W,1,0.17640000000000003,true,50-59,false,MLB StatsAPI gamePk 822960 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
401,MLB-20260627-ARI-TB,2026-06-28,Baseball,Baseball/MLB,Arizona Diamondbacks at Tampa Bay Rays,MLB regular season,Diamondbacks +1.5 Rays +1.5 total 8.5,3,Diamondbacks +1.5,+1.5,0.54,L,0,0.2916,false,50-59,false,MLB StatsAPI gamePk 822960 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
402,MLB-20260627-ARI-TB,2026-06-28,Baseball,Baseball/MLB,Arizona Diamondbacks at Tampa Bay Rays,MLB regular season,Diamondbacks +1.5 Rays +1.5 total 8.5,4,Combined Total Over 8.5,Over 8.5,0.42,L,0,0.17639999999999997,true,40-49,false,MLB StatsAPI gamePk 822960 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
403,AFL-20260709-FRE-SYD,2026-07-09,Australian football,AFL,Fremantle Dockers vs Sydney Swans,AFL Round 18,Fremantle -14.5 Sydney +14.5 total 173.5,1,Sydney Swans +14.5,+14.5,0.58,L,0,0.3364,true,50-59,false,AFL official match report checked 2026-07-10 AEST; ESPN gameId 1133635 final/team stats; Footyinfo quarter scores,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
404,AFL-20260709-FRE-SYD,2026-07-09,Australian football,AFL,Fremantle Dockers vs Sydney Swans,AFL Round 18,Fremantle -14.5 Sydney +14.5 total 173.5,2,Combined Total Over 173.5,Over 173.5,0.56,W,1,0.19359999999999997,true,50-59,false,AFL official match report checked 2026-07-10 AEST; ESPN gameId 1133635 final/team stats; Footyinfo quarter scores,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
405,AFL-20260709-FRE-SYD,2026-07-09,Australian football,AFL,Fremantle Dockers vs Sydney Swans,AFL Round 18,Fremantle -14.5 Sydney +14.5 total 173.5,3,Fremantle -14.5,-14.5,0.48,W,1,0.27040000000000003,true,40-49,false,AFL official match report checked 2026-07-10 AEST; ESPN gameId 1133635 final/team stats; Footyinfo quarter scores,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
406,AFL-20260709-FRE-SYD,2026-07-09,Australian football,AFL,Fremantle Dockers vs Sydney Swans,AFL Round 18,Fremantle -14.5 Sydney +14.5 total 173.5,4,Combined Total Under 173.5,Under 173.5,0.44,L,0,0.1936,true,40-49,false,AFL official match report checked 2026-07-10 AEST; ESPN gameId 1133635 final/team stats; Footyinfo quarter scores,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
407,WNBA-20260711-CHI-LA,2026-07-11,Basketball,Basketball,Chicago Sky @ Los Angeles Sparks,WNBA regular season,Self-selected winner and user phase/full totals,1,Los Angeles Sparks moneyline,Moneyline,0.55,W,1,0.20249999999999996,false,50-59,false,ESPN WNBA summary API final event 401857056 checked 2026-07-11 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
408,WNBA-20260711-CHI-LA,2026-07-11,Basketball,Basketball,Chicago Sky @ Los Angeles Sparks,WNBA regular season,Self-selected winner and user phase/full totals,2,Combined first-half Under 86.5,86.5,0.54,L,0,0.2916,false,50-59,false,ESPN WNBA summary API final event 401857056 checked 2026-07-11 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
409,WNBA-20260711-CHI-LA,2026-07-11,Basketball,Basketball,Chicago Sky @ Los Angeles Sparks,WNBA regular season,Self-selected winner and user phase/full totals,3,Combined first-quarter Under 44.0,44.0,0.53,L,0,0.28090000000000004,false,50-59,false,ESPN WNBA summary API final event 401857056 checked 2026-07-11 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
410,WNBA-20260711-CHI-LA,2026-07-11,Basketball,Basketball,Chicago Sky @ Los Angeles Sparks,WNBA regular season,Self-selected winner and user phase/full totals,4,Combined full-game Over 176.5,176.5,0.51,W,1,0.24009999999999998,false,50-59,false,ESPN WNBA summary API final event 401857056 checked 2026-07-11 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
411,WNBA-20260711-CHI-LA-Q1-LIVE,2026-07-11,Basketball,Basketball,Chicago Sky @ Los Angeles Sparks,WNBA regular season live Q1,Live first-quarter total,1,Combined first-quarter Under 45.5,45.5,0.52,L,0,0.27040000000000003,false,50-59,false,ESPN WNBA summary API final event 401857056 checked 2026-07-11 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
412,MLC-20260712-TSK-WF,2026-07-12,Cricket,Cricket/T20,Texas Super Kings vs Washington Freedom,Major League Cricket 2026 Match 27,TSK 179.5 and PP 54.5,1,TSK full Under 179.5,179.5,0.66,W,1,0.11559999999999998,true,60-69,false,Cricbuzz final scorecard/commentary; Washington Freedom results,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
413,MLC-20260712-TSK-WF,2026-07-12,Cricket,Cricket/T20,Texas Super Kings vs Washington Freedom,Major League Cricket 2026 Match 27,TSK 179.5 and PP 54.5,2,TSK PP Under 54.5,54.5,0.64,L,0,0.4096,true,60-69,false,Cricbuzz final scorecard/commentary; Washington Freedom results,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
414,MLC-20260712-TSK-WF,2026-07-12,Cricket,Cricket/T20,Texas Super Kings vs Washington Freedom,Major League Cricket 2026 Match 27,TSK 179.5 and PP 54.5,3,TSK PP Over 54.5,54.5,0.36,W,1,0.4096,true,30-39,false,Cricbuzz final scorecard/commentary; Washington Freedom results,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
415,MLC-20260712-TSK-WF,2026-07-12,Cricket,Cricket/T20,Texas Super Kings vs Washington Freedom,Major League Cricket 2026 Match 27,TSK 179.5 and PP 54.5,4,TSK full Over 179.5,179.5,0.34,L,0,0.11560000000000002,true,30-39,false,Cricbuzz final scorecard/commentary; Washington Freedom results,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
416,SOC-20260712-NOR-ENG,2026-07-12,Soccer,Soccer,Norway vs England,FIFA World Cup 2026 quarter-final,Regulation safety props,1,Erling Haaland 1+ regulation SOT,prop,0.86,W,1,0.019600000000000003,false,60-69,true,ESPN event 760512; AP/Guardian,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
417,SOC-20260712-NOR-ENG,2026-07-12,Soccer,Soccer,Norway vs England,FIFA World Cup 2026 quarter-final,Regulation safety props,2,England TT Over 0.5 regulation,0.5,0.82,W,1,0.03240000000000002,false,60-69,true,ESPN event 760512; AP/Guardian,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
418,SOC-20260712-NOR-ENG,2026-07-12,Soccer,Soccer,Norway vs England,FIFA World Cup 2026 quarter-final,Regulation safety props,3,Match Over 1.5 regulation goals,1.5,0.78,W,1,0.04839999999999999,false,60-69,true,ESPN event 760512; AP/Guardian,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
419,SOC-20260712-NOR-ENG,2026-07-12,Soccer,Soccer,Norway vs England,FIFA World Cup 2026 quarter-final,Regulation safety props,4,Match Over 7.5 regulation corners,7.5,0.75,W,1,0.0625,false,60-69,true,ESPN event 760512; AP/Guardian,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
420,NBA-SL-20260712-IND-PHI,2026-07-12,Basketball,Basketball,Indiana Pacers vs Philadelphia 76ers,NBA Las Vegas Summer League,Phase/full totals and ML,1,Q1 Over 44.0,44.0,0.82,W,1,0.03240000000000002,false,60-69,true,RealGM box score 524626; NBA result cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
421,NBA-SL-20260712-IND-PHI,2026-07-12,Basketball,Basketball,Indiana Pacers vs Philadelphia 76ers,NBA Las Vegas Summer League,Phase/full totals and ML,2,1H Over 90.5,90.5,0.64,W,1,0.1296,false,60-69,false,RealGM box score 524626; NBA result cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
422,NBA-SL-20260712-IND-PHI,2026-07-12,Basketball,Basketball,Indiana Pacers vs Philadelphia 76ers,NBA Las Vegas Summer League,Phase/full totals and ML,3,Full Over 184.5,184.5,0.6,W,1,0.16000000000000003,false,60-69,false,RealGM box score 524626; NBA result cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
423,NBA-SL-20260712-IND-PHI,2026-07-12,Basketball,Basketball,Indiana Pacers vs Philadelphia 76ers,NBA Las Vegas Summer League,Phase/full totals and ML,4,Philadelphia moneyline,ML,0.56,W,1,0.19359999999999997,false,50-59,false,RealGM box score 524626; NBA result cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
424,NBA-SL-20260712-NYK-SAS,2026-07-12,Basketball,Basketball,New York Knicks vs San Antonio Spurs,NBA Las Vegas Summer League,Phase/full unders and ML,1,1H Under 84.5,84.5,0.74,W,1,0.06760000000000001,false,60-69,true,RealGM box score 524627,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
425,NBA-SL-20260712-NYK-SAS,2026-07-12,Basketball,Basketball,New York Knicks vs San Antonio Spurs,NBA Las Vegas Summer League,Phase/full unders and ML,2,Full Under 172.5,172.5,0.68,W,1,0.10239999999999996,false,60-69,false,RealGM box score 524627,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
426,NBA-SL-20260712-NYK-SAS,2026-07-12,Basketball,Basketball,New York Knicks vs San Antonio Spurs,NBA Las Vegas Summer League,Phase/full unders and ML,3,San Antonio moneyline,ML,0.65,W,1,0.12249999999999998,false,60-69,false,RealGM box score 524627,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
427,NBA-SL-20260712-NYK-SAS,2026-07-12,Basketball,Basketball,New York Knicks vs San Antonio Spurs,NBA Las Vegas Summer League,Phase/full unders and ML,4,Q1 Under 41.0,41.0,0.57,W,1,0.18490000000000004,false,50-59,false,RealGM box score 524627,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
428,NBA-SL-20260712-DEN-MIN,2026-07-12,Basketball,Basketball,Denver Nuggets vs Minnesota Timberwolves,NBA Las Vegas Summer League,Minnesota side and totals,1,Minnesota moneyline,ML,0.68,L,0,0.4624000000000001,false,60-69,false,RealGM box score 524628,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
429,NBA-SL-20260712-DEN-MIN,2026-07-12,Basketball,Basketball,Denver Nuggets vs Minnesota Timberwolves,NBA Las Vegas Summer League,Minnesota side and totals,2,Minnesota -5.5,prop,0.58,L,0,0.3364,false,50-59,false,RealGM box score 524628,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
430,NBA-SL-20260712-DEN-MIN,2026-07-12,Basketball,Basketball,Denver Nuggets vs Minnesota Timberwolves,NBA Las Vegas Summer League,Minnesota side and totals,3,1H Under 90.5,90.5,0.57,L,0,0.32489999999999997,false,50-59,false,RealGM box score 524628,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
431,NBA-SL-20260712-DEN-MIN,2026-07-12,Basketball,Basketball,Denver Nuggets vs Minnesota Timberwolves,NBA Las Vegas Summer League,Minnesota side and totals,4,Full Under 185.5,185.5,0.55,W,1,0.20249999999999996,false,50-59,false,RealGM box score 524628,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,rank_error
432,SOC-20260712-ARG-SUI,2026-07-12,Soccer,Soccer,Argentina vs Switzerland,FIFA World Cup 2026 quarter-final,Regulation safety props,1,Switzerland TT Under 2.5 regulation,2.5,0.9,W,1,0.009999999999999995,false,60-69,true,ESPN event 760513; AP/AFC,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
433,SOC-20260712-ARG-SUI,2026-07-12,Soccer,Soccer,Argentina vs Switzerland,FIFA World Cup 2026 quarter-final,Regulation safety props,2,Argentina or draw regulation,prop,0.82,W,1,0.03240000000000002,false,60-69,true,ESPN event 760513; AP/AFC,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
434,SOC-20260712-ARG-SUI,2026-07-12,Soccer,Soccer,Argentina vs Switzerland,FIFA World Cup 2026 quarter-final,Regulation safety props,3,Argentina TT Over 0.5 regulation,0.5,0.81,W,1,0.03609999999999998,false,60-69,true,ESPN event 760513; AP/AFC,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
435,SOC-20260712-ARG-SUI,2026-07-12,Soccer,Soccer,Argentina vs Switzerland,FIFA World Cup 2026 quarter-final,Regulation safety props,4,Match corners Under 13.5 regulation,13.5,0.79,W,1,0.044099999999999986,false,60-69,true,ESPN event 760513; AP/AFC,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
436,AFL-20260712-BRI-ESS-LIVE,2026-07-13,Australian football,AFL,Brisbane Lions vs Essendon,AFL Round 18,Live halftime overlapping totals 160.5/180.5,1,Combined Total Under 180.5,Under 180.5,0.78,L,0,0.6084,false,70-79,false,ESPN AFL summary event 1133627 final; AFL match centre cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
437,AFL-20260712-BRI-ESS-LIVE,2026-07-13,Australian football,AFL,Brisbane Lions vs Essendon,AFL Round 18,Live halftime overlapping totals 160.5/180.5,2,Combined Total Over 160.5,Over 160.5,0.58,W,1,0.17640000000000003,false,50-59,false,ESPN AFL summary event 1133627 final; AFL match centre cross-check,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
438,MLB-20260713-MIL-PIT,2026-07-13,Baseball,MLB,Milwaukee Brewers @ Pittsburgh Pirates,MLB regular season,Both +1.5 run lines and total 8.5,1,Pirates +1.5,+1.5,0.73,W,1,0.0729,false,70-79,false,https://statsapi.mlb.com/api/v1.1/game/823358/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
439,MLB-20260713-MIL-PIT,2026-07-13,Baseball,MLB,Milwaukee Brewers @ Pittsburgh Pirates,MLB regular season,Both +1.5 run lines and total 8.5,2,Brewers +1.5,+1.5,0.66,L,0,0.43560000000000004,false,60-69,false,https://statsapi.mlb.com/api/v1.1/game/823358/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
440,MLB-20260713-MIL-PIT,2026-07-13,Baseball,MLB,Milwaukee Brewers @ Pittsburgh Pirates,MLB regular season,Both +1.5 run lines and total 8.5,3,Combined Total Under 8.5,8.5,0.54,L,0,0.2916,true,50-59,false,https://statsapi.mlb.com/api/v1.1/game/823358/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
441,MLB-20260713-MIL-PIT,2026-07-13,Baseball,MLB,Milwaukee Brewers @ Pittsburgh Pirates,MLB regular season,Both +1.5 run lines and total 8.5,4,Combined Total Over 8.5,8.5,0.46,W,1,0.2916,true,40-49,false,https://statsapi.mlb.com/api/v1.1/game/823358/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
442,MLB-20260713-HOU-TEX,2026-07-13,Baseball,MLB,Houston Astros @ Texas Rangers,MLB regular season,"Astros +1.5, Rangers ML and total 9.0",1,Astros +1.5,+1.5,0.64,W,1,0.1296,false,60-69,false,https://statsapi.mlb.com/api/v1.1/game/822876/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
443,MLB-20260713-HOU-TEX,2026-07-13,Baseball,MLB,Houston Astros @ Texas Rangers,MLB regular season,"Astros +1.5, Rangers ML and total 9.0",2,Combined Total Over 9.0,9.0,0.49,W,1,0.2601,true,40-49,false,https://statsapi.mlb.com/api/v1.1/game/822876/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
444,MLB-20260713-HOU-TEX,2026-07-13,Baseball,MLB,Houston Astros @ Texas Rangers,MLB regular season,"Astros +1.5, Rangers ML and total 9.0",3,Rangers ML,ML,0.55,W,1,0.20249999999999996,false,50-59,false,https://statsapi.mlb.com/api/v1.1/game/822876/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
445,MLB-20260713-HOU-TEX,2026-07-13,Baseball,MLB,Houston Astros @ Texas Rangers,MLB regular season,"Astros +1.5, Rangers ML and total 9.0",4,Combined Total Under 9.0,9.0,0.38,L,0,0.1444,true,30-39,false,https://statsapi.mlb.com/api/v1.1/game/822876/feed/live,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
446,WNBA-20260713-SEA-WAS-LIVE,2026-07-13,Basketball,WNBA,Seattle Storm @ Washington Mystics,WNBA regular season,"Live-start Q1 41.0, 1H 83.5 and full 162.5",1,Q1 Over 41.0,41.0,0.72,W,1,0.07840000000000001,false,70-79,false,https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/summary?event=401857061,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
447,WNBA-20260713-SEA-WAS-LIVE,2026-07-13,Basketball,WNBA,Seattle Storm @ Washington Mystics,WNBA regular season,"Live-start Q1 41.0, 1H 83.5 and full 162.5",2,Full Game Under 162.5,162.5,0.55,L,0,0.30250000000000005,false,50-59,false,https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/summary?event=401857061,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
448,WNBA-20260713-SEA-WAS-LIVE,2026-07-13,Basketball,WNBA,Seattle Storm @ Washington Mystics,WNBA regular season,"Live-start Q1 41.0, 1H 83.5 and full 162.5",3,First Half Under 83.5,83.5,0.53,L,0,0.28090000000000004,true,50-59,false,https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/summary?event=401857061,true,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
